pt,ground_cvr,lifeform1,lifeform2,lifeform3,lifeform4,plot_id,transect,date,read_status
11,ASH,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
12,LITT,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
13,LITT,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
14,LITT,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
16,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
17,ASH,SEGI,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
18,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
19,BARE,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
20,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
21,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
22,ASH,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
23,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
24,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
25,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
26,LITT,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
27,LITT,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
28,CHAR,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
29,LITT,none,none,none,none,REME-THIN-02,East-West,2024-08-06,POST-FIRE01
1,CHAR,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
2,LITT,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
3,BARE,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
4,ASH,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
5,LITT,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
6,ASH,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
7,LITT,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
8,"ROCK (>1"")",none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
9,LITT,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
10,BARE,FORB,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
11,BARE,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
12,LITT,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
13,CHAR,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
14,ASH,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
16,BARE,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
17,"WOOD (>1"")",FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
18,BARE,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
19,LITT,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
20,ASH,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
21,BARE,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
22,ASH,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
23,CHAR,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
24,LITT,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
25,LITT,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
26,LITT,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
27,LITT,FERN,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
28,LITT,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
29,LITT,none,none,none,none,REME-THIN-03,East-West,2024-08-06,POST-FIRE01
1,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
2,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
3,BOLE,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
4,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
5,ASH,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
6,"ROCK (>1"")",none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
7,"ROCK (>1"")",none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
8,ASH,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
9,ASH,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
10,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
11,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
12,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
13,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
14,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
16,ASH,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
17,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
18,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
19,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
20,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
21,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
22,BARE,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
23,BARE,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
24,BOLE,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
25,CHAR,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
26,"ROCK (>1"")",none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
27,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
28,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
29,LITT,none,none,none,none,REME-THIN-06,East-West,2024-08-07,POST-FIRE01
1,LITT,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
2,LITT,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
3,BARE,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
4,BARE,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
5,ASH,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
6,ASH,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
7,LITT,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
8,"WOOD (>1"")",none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
9,LITT,FORB,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
10,"WOOD (>1"")",none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
11,LITT,CADE,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
12,LITT,CADE,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
13,LITT,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
14,LITT,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
16,LITT,CADE,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
17,LITT,CADE,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
18,LITT,CADE,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
19,LITT,CADE,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
20,LITT,CADE,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
21,LITT,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
22,BARE,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
23,MOSS,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
24,CHAR,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
25,LITT,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
26,ASH,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
27,ASH,none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
28,LITT,GRAMINOID,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
29,"WOOD (>1"")",none,none,none,none,REME-THIN-07,East-West,2024-08-08,POST-FIRE01
1,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
2,BARE,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
3,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
4,ASH,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
5,ASH,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
6,BARE,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
7,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
8,CHAR,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
9,CHAR,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
10,ASH,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
11,ASH,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
12,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
13,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
14,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
16,CHAR,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
17,CHAR,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
18,CHAR,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
19,CHAR,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
20,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
21,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
22,LITT,CADE,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
23,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
24,BARE,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
25,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
26,BARE,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
27,ASH,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
28,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
29,LITT,none,none,none,none,REME-THIN-10,East-West,2024-08-06,POST-RX01
1,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
2,CHAR,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
3,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
4,"ROCK (>1"")",none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
5,LITT,QUKE,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
6,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
7,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
8,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
9,ASH,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
10,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
11,ASH,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
12,CHAR,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
13,CHAR,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
14,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
16,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
17,BARE,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
18,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
19,BARE,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
20,LITT,GRAMINOID,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
21,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
22,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
23,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
24,BARE,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
25,CHAR,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
26,ASH,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
27,CHAR,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
28,CHAR,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
29,LITT,none,none,none,none,REME-THIN-11,East-West,2024-08-08,POST-FIRE01
1,BOLE,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
2,ASH,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
3,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
4,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
5,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
6,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
7,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
8,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
9,ASH,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
10,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
11,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
12,ASH,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
13,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
14,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
16,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
17,ASH,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
18,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
19,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
20,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
21,ASH,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
22,CHAR,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
23,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
24,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
25,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
26,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
27,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
28,ASH,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
29,LITT,none,none,none,none,REME-THIN-12,East-West,2024-08-09,POST-RX01
1,ASH,CHFO,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
2,CHAR,CHFO,FORB,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
3,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
4,LITT,ARPA,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
5,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
6,"WOOD (>1"")",none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
7,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
8,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
9,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
10,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
11,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
12,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
13,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
14,"WOOD (>1"")",none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
16,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
17,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
18,ASH,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
19,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
20,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
21,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
22,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
23,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
24,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
25,"WOOD (>1"")",none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
26,BOLE,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
27,"WOOD (>1"")",none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
28,LITT,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
29,CHAR,none,none,none,none,REME-THIN-14,East-West,2024-08-06,POST-RX01
1,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
2,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
3,CHAR,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
4,CHAR,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
5,ASH,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
6,CHAR,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
7,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
8,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
9,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
10,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
11,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
12,ASH,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
13,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
14,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
16,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
17,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
18,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
19,ASH,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
20,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
21,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
22,CHAR,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
23,CHAR,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
24,ASH,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
25,CHAR,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
26,"WOOD (>1"")",none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
27,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
28,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
29,LITT,none,none,none,none,REME-THIN-15,East-West,2024-08-09,POST-RX01
1,"WOOD (>1"")",none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
2,CHAR,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
3,ASH,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
4,CHAR,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
5,CHAR,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
6,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
7,BARE,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
8,CHAR,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
9,"WOOD (>1"")",none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
10,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
11,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
12,ASH,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
13,ASH,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
14,BARE,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
16,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
17,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
18,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
19,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
20,CHAR,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
21,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
22,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
23,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
24,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
25,LITT,QUKE,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
26,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
27,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
28,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
29,LITT,none,none,none,none,REME-THIN-18,East-West,2024-08-08,POST-RX01
1,CHAR,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
2,CHAR,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
3,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
4,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
5,ASH,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
6,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
7,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
8,ASH,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
9,CHAR,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
10,CHAR,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
11,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
12,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
13,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
14,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
16,CHAR,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
17,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
18,BARE,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
19,CHAR,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
20,CHAR,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
21,ASH,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
22,ASH,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
23,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
24,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
25,LITT,ARPA,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
26,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
27,LITT,none,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
28,LITT,CHFO,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
29,LITT,CHFO,none,none,none,REME-THIN-23,East-West,2024-08-06,POST-RX01
1,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
2,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
3,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
4,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
5,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
6,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
7,ASH,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
8,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
9,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
10,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
11,ASH,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
12,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
13,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
14,CHAR,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
16,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
17,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
18,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
19,ASH,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
20,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
21,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
22,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
23,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
24,ASH,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
25,CHAR,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
26,ASH,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
27,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
28,CHAR,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
29,LITT,none,none,none,none,REME-THIN-25,East-West,2024-08-09,POST-RX01
1,LITT,none,none,none,none,REME-THIN-26,East-West,2024-08-05,PRE-RX
